Last Name,First Name,Type,MAIN QUEST NPC,SIDE QUEST NPC,Lifestyle,House Name,Faction,Occupation,Age,Bar Disposition,Party Disposition
Durinbold,Pryeth,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",39,54,40
Durinbold,Raela,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",49,24,18
Durinbold,Raelas,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",55,13,11
Durinbold,Raelyn,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",105,-9,1
Durinbold,Sylan,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",36,28,19
Durinbold,Sylas,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",99,-5,-15
Durinbold,Sylis,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",84,-13,-9
Durinbold,Sylis,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",79,26,35
Durinbold,Vaelis,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",44,-27,-30
Durinbold,Yarius,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",22,-10,-11
Durinbold,Yarus,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",36,-10,-24
Durinbold,Yaryr,Noble,0,0,Wealthy,Durinbold,House Durinbold,"Mercenary fighting, cattle rearing, sheep farming",52,12,19
Eagleshield,Aesar,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",85,48,53
Eagleshield,Alen,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",30,-15,-7
Eagleshield,Alin,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",52,19,21
Eagleshield,Arundel,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",31,-12,-18
Eagleshield,Bresanna,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",39,46,42
Eagleshield,Casanna,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",24,19,8
Eagleshield,Casia,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",28,19,13
Eagleshield,Daras,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",13,-12,-18
Eagleshield,Dareth,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",23,14,7
Eagleshield,Daveth,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",11,37,35
Eagleshield,Davos,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",77,23,26
Eagleshield,Elyr,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",63,59,44
Eagleshield,Galis,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",24,-1,7
Eagleshield,Glenn,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",59,48,42
Eagleshield,Halanna,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",58,-19,-31
Eagleshield,Kaelos,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",37,-16,-10
Eagleshield,Loris,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",75,-28,-34
Eagleshield,Nuthos,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",58,-29,-41
Eagleshield,Pryeth,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",78,28,27
Eagleshield,Uthas,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",60,52,65
Eagleshield,Xylith,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",35,31,35
Eagleshield,Yaria,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",69,58,70
Eagleshield,Zoran,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",64,-20,-19
Eagleshield,Zorar,Noble,0,0,Wealthy,Eagleshield,House Eagleshield,"Tack-making, mercenary fighting, animal husbandry",9,21,24
Eirontalar,Aesel,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",37,-8,-1
Eirontalar,Beleth,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",106,41,36
Eirontalar,Chalan,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",73,47,36
Eirontalar,Erein,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",40,-26,-30
Eirontalar,Gara,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",69,-25,-19
Eirontalar,Hala,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",90,6,-5
Eirontalar,Kaelth,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",23,-17,-3
Eirontalar,Kaelus,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",60,-22,-24
Eirontalar,Marlus,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",71,54,55
Eirontalar,Qilos,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",64,54,39
Eirontalar,Silas,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",43,37,45
Eirontalar,Syla,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",76,-7,5
Eirontalar,Uthor,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",18,4,18
Eirontalar,Vaelon,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",96,48,60
Eirontalar,Wyna,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",23,48,57
Eirontalar,Wynin,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",89,25,16
Eirontalar,Wynith,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",28,58,50
Eirontalar,Xylel,Noble,0,0,Wealthy,Eirontalar,House Eirontalar,"Hunting, tracking, guiding",79,52,48
Eltorchul,Aeseth,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",98,42,30
Eltorchul,Aesus,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",102,-10,-8
Eltorchul,Alth,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",52,3,16
Eltorchul,Arus,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",61,54,58
Eltorchul,Coren,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",36,-27,-14
Eltorchul,Daron,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",55,-16,-19
Eltorchul,Davis,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",28,3,8
Eltorchul,Elith,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",61,-24,-32
Eltorchul,Faea,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",74,33,23
Eltorchul,Fea,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",49,-27,-42
Eltorchul,Fenen,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",81,4,2
Eltorchul,Fenyn,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",77,41,28
Eltorchul,Gala,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",29,-5,-15
Eltorchul,Garith,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",15,22,18
Eltorchul,Joros,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",48,21,21
Eltorchul,Kaelith,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",57,-9,-3
Eltorchul,Maron,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",91,-30,-20
Eltorchul,Raelon,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",55,44,48
Eltorchul,Thesp,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",70,32,44
Eltorchul,Wynyr,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",26,5,11
Eltorchul,Yaras,Noble,0,0,Wealthy,Eltorchul,House Eltorchul,"Mage schooling, magical research and the procurement of rare substances and items",45,4,-4
Emveolstone,Alars,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",33,38,47
Emveolstone,Dalene,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",51,-26,-28
Emveolstone,Daria,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",74,-6,-1
Emveolstone,Davyr,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",2,7,1
Emveolstone,Erein,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",91,-19,-21
Emveolstone,Ereos,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",59,18,29
Emveolstone,Fenia,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",44,22,7
Emveolstone,Kaelth,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",2,-27,-18
Emveolstone,Lorar,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",73,-10,-10
Emveolstone,Lylar,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",56,-14,-24
Emveolstone,Nyon,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",82,59,63
Emveolstone,Qilen,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",78,36,26
Emveolstone,Toreth,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",52,24,13
Emveolstone,Uthas,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",58,12,5
Emveolstone,Yaria,Noble,0,0,Wealthy,Emveolstone,House Emveolstone,"Ironmongery, curio trading",48,1,-14
Estelmer,Belyr,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",53,12,23
Estelmer,Bresanna,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",120,26,32
Estelmer,Daran,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",55,41,31
Estelmer,Dorma,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",81,38,25
Estelmer,Elel,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",38,-23,-26
Estelmer,Ereos,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",44,18,4
Estelmer,Fena,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",110,33,45
Estelmer,Finn,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",56,18,11
Estelmer,Guldos,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",85,-28,-25
Estelmer,Halan,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",50,-21,-29
Estelmer,Ilyin,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",115,41,50
Estelmer,Joryr,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",74,-28,-14
Estelmer,Mara,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",81,5,13
Estelmer,Maranna,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",85,-6,-16
Estelmer,Oranna,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",63,-8,-2
Estelmer,Pryin,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",35,23,18
Estelmer,Qilus,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",113,49,59
Estelmer,Sylel,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",70,49,60
Estelmer,Sylus,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",65,8,17
Estelmer,Toran,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",66,-18,-17
Estelmer,Torius,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",69,53,43
Estelmer,Utheth,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",34,10,4
Estelmer,Uthis,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",84,14,27
Estelmer,Vaeleth,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",41,2,10
Estelmer,Vaelius,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",80,36,30
Estelmer,Wynel,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",34,-4,1
Estelmer,Yarel,Noble,0,0,Wealthy,Estelmer,House Estelmer,"Heraldry, sage-lore, printing",77,-30,-23
Fairkettle,Broxley,Citizen,0,0,Modest,Unaffiliated,Independent,Fellowship of Innkeepers,46,16,34
Fellbranch,Tally,Citizen,0,1,Modest,Unaffiliated,The Bent Nail,Woodcarver,68,85,92
Floxin,Urstul,Citizen,1,0,Wealthy,Unaffiliated,Manshoon Faction,Zhentarim Agent,46,-46,-39
Frewn,Emmek,Citizen,0,1,Modest,Unaffiliated,Independent,Rival Tavern Owner,43,-34,-36
Gauntyl,Aesyr,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",87,-29,-34
Gauntyl,Alos,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",50,-8,4
Gauntyl,Bresius,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",18,5,16
Gauntyl,Caseth,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",20,-10,-21
Gauntyl,Elemos,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",68,9,14
Gauntyl,Elius,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",95,-18,-18
Gauntyl,Ereen,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",43,20,20
Gauntyl,Faea,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",73,-8,3
Gauntyl,Faeus,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",100,-18,-15
Gauntyl,Joria,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",34,36,25
Gauntyl,Jorius,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",68,-21,-11
Gauntyl,Kaeleth,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",45,-30,-25
Gauntyl,Kaelyr,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",46,32,30
Gauntyl,Lorar,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",67,31,34
Gauntyl,Maria,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",36,-20,-10
Gauntyl,Oryn,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",48,48,58
Gauntyl,Qilus,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",67,26,29
Gauntyl,Raela,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",46,8,6
Gauntyl,Raeleth,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",100,59,63
Gauntyl,Raelin,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",45,-18,-28
Gauntyl,Sylith,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",78,56,64
Gauntyl,Thica,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",70,8,-3
Gauntyl,Tora,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",22,-26,-19
Gauntyl,Toranna,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",39,-25,-36
Gauntyl,Vhaas,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",45,-1,-13
Gauntyl,Wynith,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",68,-14,-4
Gauntyl,Wynius,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",92,-30,-41
Gauntyl,Xylas,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",79,24,11
Gauntyl,Yaros,Noble,0,0,Wealthy,Gauntyl,House Gauntyl,"Mercenary fighting, exploring, mining",68,33,18
Gost,Aesar,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",23,13,4
Gost,Aesor,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",39,23,30
Gost,Alel,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",53,16,26
Gost,Daranna,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",85,-12,-6
Gost,Davith,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",12,-4,10
Gost,Djarrus,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",65,2,-2
Gost,Dundald,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",37,-24,-25
Gost,Elos,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",37,-10,-19
Gost,Halon,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",88,-29,-40
Gost,Joryr,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",66,59,71
Gost,Loria,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",47,40,49
Gost,Torius,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",53,-4,-2
Gost,Utha,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",42,56,57
Gost,Uthar,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",92,-29,-24
Gost,Wynar,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",39,30,37
Gost,Wynyn,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",35,14,13
Gost,Yaron,Noble,0,0,Wealthy,Gost,House Gost,"Caravan mastering, trading, armor forging",71,-14,-7
Gralhund,Alanna,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",70,26,31
Gralhund,Bresis,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",6,47,48
Gralhund,Bresyn,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",45,-19,-11
Gralhund,Coros,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",30,25,38
Gralhund,Coryr,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",80,-17,-2
Gralhund,Daris,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",71,20,8
Gralhund,Davel,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",79,50,63
Gralhund,Erea,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",27,-7,-14
Gralhund,Faeos,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",56,-20,-14
Gralhund,Fenia,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",25,-20,-19
Gralhund,Galas,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",47,3,6
Gralhund,Halis,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",85,6,14
Gralhund,Irg,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",54,40,47
Gralhund,Kaela,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",52,6,21
Gralhund,Loros,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",62,51,63
Gralhund,Loryn,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",14,20,32
Gralhund,Orel,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",20,9,22
Gralhund,Oris,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",19,52,60
Gralhund,Qilia,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",11,26,31
Gralhund,Qilis,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",85,18,4
Gralhund,Sylas,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",33,16,29
Gralhund,Sylyn,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",58,-6,8
Gralhund,Tam,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",29,-24,-39
Gralhund,Tora,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",48,46,44
Gralhund,Vajra,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",50,-16,-7
Gralhund,Xylas,Noble,0,0,Wealthy,Gralhund,House Gralhund,"Mercenary fighting, weapon making",27,20,28
Gribbles,Grembo,Citizen,0,1,Modest,Unaffiliated,Independent,Plumber,34,76,82
Gundwynd,Aesis,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",93,46,40
Gundwynd,Alar,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",80,55,54
Gundwynd,Alth,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",45,46,59
Gundwynd,Bresa,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",66,29,34
Gundwynd,Bresen,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",72,-5,-13
Gundwynd,Bresis,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",70,59,53
Gundwynd,Casan,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",82,34,39
Gundwynd,Coren,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",80,9,1
Gundwynd,Davor,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",36,-18,-30
Gundwynd,Elith,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",55,-14,-22
Gundwynd,Ereius,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",82,41,42
Gundwynd,Faeyn,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",40,-4,3
Gundwynd,Fenith,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",31,33,46
Gundwynd,Fenon,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",93,25,32
Gundwynd,Fenth,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",44,42,44
Gundwynd,Galyn,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",99,-2,13
Gundwynd,Gara,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",80,36,27
Gundwynd,Garyn,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",57,26,14
Gundwynd,Halanna,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",22,-17,-13
Gundwynd,Halin,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",17,28,14
Gundwynd,Loros,Noble,0,0,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",32,39,24
Gundwynd,Murgosz,Noble,0,1,Wealthy,Gundwynd,House Gundwynd,"Capture, training, and breeding hippogriffs as steeds",64,20,10
Gundwynd,Myrnd,Citizen,0,1,Comfortable,Unaffiliated,Independent,Black Boar Tribe Leader,20,-19,-25
